id_avis,id_restaurant,nom_utilisateur,note_restaurant,date_avis,titre_avis,contenu_avis
212,1,emy A,5.0,2014-11-16,Un très bon restaurant Japonais à Lyon,"Cest lors dun voyage à Lyon que jai découvert ce très bon restaurant situé près de la gare. Laccueil y est chaleureux et la cuisine de très bonne qualité. Les saveurs sont au rendez-vous tant pour les plats que pour les desserts, ce qui est rare. En effet, jai pris un poulet rôti sauce soja sucrée avec une soupe très goûteuse et pour terminer je me suis laissée tenter par le Tiramisu au thé vert, super bon! On sort en ayant mangé équilibré avec des produits de qualité, tout en se faisant plaisir tout ce que jaime! Le rapport qualité/prix est donc très satisfaisant. Je prévois dy retourner pour mon prochain séjour et vous le conseille vivement."
213,1,Jérémie C,4.0,2014-11-10,Très bonne surprise!,"Tout nouveau restaurant, cest avec plaisir que jai pu découvrir ce bistrot japonais qui a répondu parfaitement à mes attentes! Une nourriture excellente, un rapport qualité/prix parfait, et un service fort aimable et souriant! Un restaurant à suivre que je vais mempresser de faire découvrir autour de moi!"
214,1,Conny S,5.0,2017-06-05,Bonne cuisine japonaise),"Izakaya avec sushi non mais vraiment une cuisine excellente pour un prix raisonnable. On sy sent un peu comme au Japon, cest très calme et le personnel serviable. Il faut absolument y aller si vous êtes à la recherche dnon - cuisine française."
215,1,Traian P,5.0,2017-05-21,Super !,"Tout simplement génial ! La nourriture Je suis venue ici avec ma petite amie, le personnel était très gentil et la nourriture tout à fait idéal."
216,1,johanna c,5.0,2017-04-14,Très bon restaurant japonais le midi,Un adorable petit hôtel japonais déco savoureuse cuisine et service parfait ! Je pense que pour le déjeuner avec des prix raisonnables.
217,1,Ái Mỹ L,4.0,2017-04-06,Jadore cet hôtel ! Jaime bien !,"Il faut réserver une table avant de venir. Le service est très lent, mais les serveurs sont sympathiques et gentils. Vous devriez essayer le riz dalcool, cest bon et le dîner. Jaime le tempura. Cest un hôtel parfait. Javais loccasion de revenir dans cet hôtel à deux reprises. Le prix est plutôt cher, mais cela vaut le coup."
218,1,752l_ng_,4.0,2017-04-06,Jaime bien ! Jai adoré !,"Jai séjourné dans cet hôtel 2 fois. Il faut réserver une table avant de venir. Si vous pouvez, essayez donc laisser le riz dalcool (dont jai oublié le nom), cest parfait pour vos repas. Ne pas ayant des sushi dans cet endroit, mais les autres repas sont bons, je préfère le tempura. Le prix est plutôt cher, mais cela vaut le coup."
219,1,Ccao,4.0,2017-02-12,4 De 5,"Ce nétait pas extraordinaire, mais jai bien aimé lambiance et le service était très sympa. Jai eu le plat de poulet udon soupe et ma sœur a pris lramen, ce qui sest beaucoup mieux passé que le mien."
220,2,Mathieu L,5.0,2024-12-16,Partage épissé,"Très belle découverte de ce restaurant ou nous nous arrêtons un peu par hasard. Sans connaître la cuisine Éthiopienne, nous sommes très bien conseillé et nous laissons guider. Un super moment et très bien mangé."
221,2,Marc Sylber,4.0,2024-12-04,Un bon dépaysement,"Beau décor avec tableaux, meubles et sculptures de là-bas. Formule dégustation pour découvrir quelques plats typiques, servis comme des mezze avec des galettes et sur une grande galette recouvrant un plateau. Bonne cuisine, parfois un peu grasse, mais très goûteuse. Service très sympa."
222,2,INDIA L,5.0,2024-11-03,Super restaurant,"Parfait ! Tout était super. Le cadre, le service, la nourriture, les saveurs ! Je recommande ce restaurant. Nous avons passé une super soirée !"
223,2,beauvallet,5.0,2024-08-27,Allez y sans attendre,"Super restaurant, très belle découverte, la salle est très agréable le personnel edt très accueillant et souriant Une très belle expérience, La décoration de la salle est au top. Nhésitez pas"
224,2,myCD_it,4.0,2024-08-15,Belle découverte,"Une très bonne découverte dans le quartier Masséna. Le personnel est très accueillant et la décoration permet une expérience un peu plus immersive. Nous avons goûté le plat découverte qui mélange viandes en sauce et légumes : très savoureux ! Première fois que nous testons la cuisine éthiopienne, et cest une adresse que nous recommandons fortement 😉"
225,2,2021Evrx4,5.0,2024-07-06,A DECOUVRIR ABSOLUMMENT,SUPER découverte: plats raffinés et personnel très accueillant. Le plat découverte est un moment réjouissant de partage.
226,2,lierguoise,4.0,2024-06-22,Jolie expérience,Restaurant très sympa. Joli cadre. Nous avons mangé dans un grand plat commun. Des plats très bien assaisonné. Juste ce qu il faut. Le service est impeccable. Les serveurs sont vraiment adorables. Le mangé main.est sympa.
227,2,Laurence & Jérôme,4.0,2024-04-13,Excellent et raffiné,Une premiere pour nous ! Nous ne connaissions pas la cuisine éthiopienne. A refaire. Le plateau découverte est fabuleux et permet de faire un tour de la carte intéressant. Le personnel est adorable. Testez la biere aussi ;-)
228,2,Ahsit,5.0,2023-11-20,Excellent,Ce restaurant est tout simplement un aller simple vers Addis Abeba ! En tant quéthiopienne je recommande vivement ce restaurant.
229,2,Mina H,4.0,2023-08-30,Petit voyage en Ethiopie depuis Lyon 6e,"Accueil très sympathique, cuisine exquise et pas trop pimentée, décor dépaysant, serveurs au top ! A recommander"
230,2,Eric P,5.0,2023-08-25,Belle découverte.,"Ce restaurant est un veritable voyage culinaire qui vous permet de découvrir la cuisine éthiopiennes de manière immersive. Que vous soyez un amateur de cuisine exotique ou simplement curieux de découvrir de nouvelles saveurs, le Messob est lendroit idéal pour vivre une expérience culinaire mémorable et enrichissante."
231,2,TheDahu,5.0,2023-05-31,Je recommande!,La qualité des plats est très bonne. On pourrait seulement reprocher que lInjera est faite à partir de blé au lieu de teff. La cuisine est ouverte sur la salle de restaurant. Le service est attentionné. Nous y étions pour le repas du midi.
232,2,bruno b,5.0,2023-05-05,super adresse,"Super endroit . Acceuile chaleureux et convivial. Très bon plats très goutu,assez copieux.. Café toreifie et prépare devant vous. Je recommande ce restaurant ."
233,2,Alix B,5.0,2023-03-14,Très belle expérience culinaire,"Test pour la première fois de la nourriture éthiopienne. Un vrai régal, je recommande les yeux fermés ! Le service est impeccable et le cadre dépaysant, on se croirait en Afrique ! Cadre chaleureux et convivial."
234,2,Arthur A,4.0,2023-01-08,Belle découverte,Belle découverte avec un personnel sympathique et des plats vegans/végétariens plutôt bons et diversifiés.
235,2,Sylvie F,4.0,2022-12-18,Cuisine originale et gouteuse,"Le concept du plat à partager est très bien, la cuisine éthiopienne est très différente des autres cuisines africaines, celles dAfrique de lOuest notamment, et cest appréciable de changer un peu.Accueil sympathique. Seul bémol: la salle es assez enfumée, sans doute que le cuisine communique avec elle. Cest dommage davoir les vêtements parfumés quand on sort de là... Je recommande cependant !"
236,2,Francois L,5.0,2022-08-26,LEthiopie au coeur de Lyon,Ayant eu la chance de voyager en Ethiopie jai retrouvé le bonheur de partager une injera avec des amis en plein coeur du 6ième arrondissement de Lyon. Très bonne adresse pour tous ceux qui veulent découvrir la véritable cuisine éthiopienne
237,2,Elanos69,5.0,2022-08-17,Magnifique découverte,"Superbe restaurant à la déco chaleureuse avec un personnel très sympathique. La cuisine y est succulente. La plupart des plats sont à partager, servis sur de grandes crêpes de teff (injera) que lon utilise comme couvert et comme assiette en même temps. Les saveurs sont au rdv! Y aller les yeux fermés."
238,2,Jade J,5.0,2022-06-21,Allez-y les yeux fermés,"Personnel très sympathique, plats copieux, saveurs atypiques, un cocktail éthiopien délicieux, une panacotta à tomber, le tout dans une ambiance authentique, une super découverte ! (ne pas avoir peur de manger avec les mains)"
239,2,Krapo_jr,5.0,2022-05-05,Très belle découverte !,"Niché au coeur du 6e arrondissement de Lyon, cet établissement est une vraie découverte pour vos papilles. On y déguste avec les mains de nombreux mets divinement bons. Je vous suggère lagneau en ragoût qui est un délice ! Cest dans une ambiance conviviale que chacun déguste les plats qui sont proposés dans un seul et même plat. Serveurs aux petits soins et souriants. Pour le dessert, je me suis laissé tenté par une Panna Cotta à la mangue, le clou de la soirée ! Super adresse, nous étions 10, nous sommes repartis en ayant passé une agréable soirée. Merci"
240,2,Pierre C,4.0,2022-04-02,Un diner entre amis,Accueil très chaleureux - nourriture TB même si moins originale que jattendais - un peu bruyant quand même !
241,2,Manon V,5.0,2022-01-19,Belle découverte !,"Super restaurant entre amis. Lieu convivial et atypique. Service rapide et serveur sympa ! Mais surtout une cuisine hyper savoureuse, piquante juste comme il le faut ! Je recommande +++"
242,2,JulienFernandes,5.0,2022-01-05,Voyage en Ethiopie au coeur du 6ième arrondissement,Belle découverte ! Lalliance des saveurs et dune ambiance typiquement Éthiopienne Un sacré voyage au coeur de Lyon !
243,2,Fleur_en_ville11,4.0,2021-11-06,Dépaysement total,Bel effort sur la décoration Personnel sympathique Quantités généreuses Bon rapport qualité/prix On vous recommande de réserver car cest toujours plein !
244,2,vee,4.0,2021-11-01,Cuisine très bonne mais trop de monde,Une cuisine très bonne. On y va pour ça !!! Ne chercher pas un restaurant romantique et intimiste. Il y a beaucoup de monde. L espace est optimisé au maximum. Grosse table de 20 personnes. Tres bruyant. Accueil tres souriant même si un peu débordé par le monde !! pas de caisse enregistreuse pour la note ...a l ancienne : papier crayon!
245,2,Justine C,5.0,2021-07-26,Très bonne découverte,"Une super immersion dans une culture culinaire inhabituelle, nous avons pris le plateau découverte à un prix tout à fait abordable et tout était excellent. Service conviviale et le petit plus le café torréfié devant nous !"
246,2,Mat M,5.0,2021-07-18,Très bien,La formule dassortiment est très bien pour découvrir les plats servis par le restaurant avec en plus une formule végétarienne et à un prix abordable.
247,2,Le routard,5.0,2021-06-22,Jadore!,"Très belle découverte et dépaysement! Cuisine savoureuse, colorée, finement épicée. Un grand voyage pour les papilles. Et de quoi se faire vraiment plaisir même quand nous sommes végétariens! Personnel très sympatique et disponible. Une très bonne adresse :-)"
248,2,Magalie M,4.0,2021-06-19,"Atypique, à faire au moins 1 fois","Atypique La décoration de la salle vous fait voyager, laccueil et le service est très agréable Nétant jamais venus, nous avons pris le plat découverte (on est très viande donc pour nous ça manquait un peu mais la quantité globale est largement suffisante) Manger avec les doigts est sympa Les desserts et café très bons"
249,2,Oscar,5.0,2020-10-04,"Différent et délicieux, un régal","La devanture nest pas la plus sexy de la rue mais quelle bonne surprise à lintérieur !!! Lambiance est très cool, belle déco et meubles typiques. Tout le personnel est très sympa, souriant et leurs conseils sont top. La nourriture est surprenante au niveau des textures, couleurs et goûts et le fait de manger avec les mains rend lexpérience encore plus singulière ! Le plateau découverte + un plat sont suffisants pour deux personnes. Le flan noix de coco en dessert est exquis et le café, dont la préparation se fait sous vos yeux, aussi. Je ne peux que recommander, nous y retournerons 👍🏼"
250,2,Albizia,5.0,2020-09-26,Excellent,"Un restaurant atypique avec une cuisine conviviale et excellente. En famille, entre amis ou pour un rdv original, toutes les excuses sont bonnes pour venir. Je recommande fortement !"
251,2,vincentazibert,5.0,2020-09-13,Un beau voyage gustatif..!,"Très dépaysant, sans chichi et avec des saveurs particulièrement originales. A découvrir très vite..!"
252,2,Gassamamousso,5.0,2020-08-01,Sublime cuisine éthiopienne 🥰,"Jai beaucoup aimé ce restaurant, les hôtesse daccueil sont sympathiques, la nourriture est délicieuse, la décoration est sublime javais limpression de voyager en Afrique 😍😍 je compte encore recommander là bas"
253,2,Fadia D,4.0,2020-07-18,Petit voyage en ville :),"Super expérience gustative et visuelle, ambiance musicale et humaine très agréable. Sans chichi, comme à la maison avec des serveuses hyper souriantes et avenantes. Bravo!"
254,2,l_sketchart,5.0,2020-06-30,Une esquale gourmande en Éthiopie sans avion,"Première expérience gustative de la gastronomie éthiopienne, et vraiment pas déçu. Tout y est, nous avons mangé dans un cadre très chaleureux, entouré de bijoux, tenu traditionnel, et magnifique portraits. Les serveurs sont très agréables et prenne soin de vous apporter ce dont vous avez besoin pour passer un super moment. Je recommande et je reviendrais !"
255,2,Christophe B,5.0,2020-06-24,Dépaysant,Dépaysement garanti par le décor de la salle et surtout les plats. Mention spéciale pour le plat à partager pour toute la tablée. On mange sans couverts des mets fort en goût. Service prévenant rien à redire et des prix raisonnables.
256,2,Marie L,5.0,2020-06-16,Très belle découverte !,"Une soirée qui nous amène en voyage. Le plateau dégustation mélange dexcellentes saveurs. Et le café est succulent. Le personnel est au petit soin et très serviable. Je recommande vivement, jy retournerai avec grand plaisir."
257,2,romain et charl... d,5.0,2020-06-13,Voyage dépaysant !!,"Un samedi soir où on a voyagé !! Spécialités éthiopiennes servies dans un gros plat et où on mange avec les mains. Le service est rapide et de qualité, laccueil et les serveuses sont supers agréables !! Pour finir le café est torréfié en direct devant tt le monde et mérite le détour ! Je recommande ! Et jy retournerai pour sur !!"
258,2,Jolan R,5.0,2020-03-18,Découvertes culinaires,"Ce restaurant est une invitation au voyage. Accueillis dans un décor soigné sur la thématique de lÉthiopie, nous sommes bien conseillés de choisir la formule découverte : une large galette de pain recouverte de portions de légumes et féculents travaillés et épicés, à manger à la main à laide de petits rouleaux de pain apportés à côté. Le tout est savoureux et nouveau. La gérante nest pas lassée dexpliquer lorigine de ce plat et ce qui le compose, un vrai régal. Puis à la fin du service vient la préparation du café. Celui-ci est réalisé traditionnellement dans un poêlon sur un feu de braises et servis aux clients désireux. En bref, une très belle expérience sensorielle qui donne des envies de voyage. Je recommande et je reviendrai."
259,2,2Fluffy,5.0,2020-02-28,Excellent repas,Un endroit chaleureux avec une deco soignée Personnel gentil et professionnel Le plat dégustation est copieux et de bonne qualité Cuisine fait maison!
260,2,Didier M,5.0,2020-02-20,Dépaysant :-),"Je vous conseille de prendre un plat dassortiments, largement suffisant en quantité et permettant de découvrir cette cuisine. Il ny a pas de couverts, des galettes servent à ramasser les portions dans le plat commun, ce qui fait que lon est vite calé. Serveuses très sympas et bonne nourriture si lon aime la nourriture africaine. En hiver, privilégier une table près dun radiateur."
261,2,nesnes92,5.0,2020-02-19,MAGNFIQUE! JE RECOMMANDE!,"Une nouvelle expérience pour moi! Aucune déception! La nourriture, la préparation et les aliments choisis étaient incroyable! Nous avons choisis un tibs & un mehaberawi! La possibilité de pouvoir goûter de tout! Mon palet a été conquis! Le plat était assez relevé, sans pour autant empiéter sur le goût des légumes et de la viande! Un sans fautes! Je suis ravie davoir découvert une nouvelle cuisine du monde! Tout était bon! Le tibs était si bien assaisonné & goutu! Merci aussi aux serveuses! Un accueil chaleureux, des explications et de la bonne humeur! Lendroit est aussi magnifique! Bien décoré, fidèle à LÉthiopie! Merci à Sam(fille) avec qui nous avons pu échanger avec bienveillance! Et dune gentillesse indéniable! Le restaurant en vaut la peine! Rapport qualité/prix super! (አመሰግናለሁ)"
262,2,Jean François,5.0,2020-02-15,A découvrir,"Super restaurant qui allie un super cadre et une cuisine excellente. Un mélange de saveurs se retrouve dans l assiette. Pour les personnes qui ne connaissent pas, je conseil vivement le menu mixte."
263,2,Nathalie Wonderwoman,4.0,2019-12-11,Dépaysement total,"Un super moment de convivialité, dans un décor typique de bon goût. Ravie de la découverte de la cuisine éthiopienne, cest bon, parfumé. Nous avons été très bien accueillis. Cétait un réel plaisir. Ici on mange à lafricaine avec les doigts, on shabitue très vite. Hâte dy retourner"
264,2,Arnaud P,4.0,2019-12-07,LAfrique à Lyon,"Encore un restaurant dépaysant. Cette fois, dès que vous entrez dans le restaurant vous arrivez en Afrique de par la décoration de la salle. Laccueil est sympathique, la cuisine est atypique et goûteuse. Attention ici, cest lAfrique donc on mange avec les doigts."
265,2,MarieFasso,5.0,2019-11-21,Un très bon moment,"Je suis allée dans ce restaurant pour la 3eme fois et jen suis toujours autant satisfaite. Très bon accueil, bien conseillée sur les plats et ce fut un régal ! Je recommande"
266,2,poumaz,4.0,2019-10-20,Dépaysement garanti 💖,"Je vous conseille vivement d aller découvrir ce beau restaurant qui a à la fois des qualités gustatives mais également une décoration incroyable. En effet, nous avons découvert hier soir ce restaurant éthiopien et nous n avons pas été déçus. Nous avons pris un plateau de dégustation et nous y avons rajouté le bœuf « tibs ». Le plat nous permet de découvrir différentes spécialités éthiopiennes à base de « légumes »(lentilles, salade, épinard...) ou bien de viande (poulet et bœuf). Les plats sont épicés et goûteux. Le plat à partager entre les convives est à déguster sans couvert. Les couverts sont remplacés par des galettes qui ressemblent à des crêpes un peu épaisse. Elles nous aident à attraper la nourriture pour pouvoir la déguster. On s habitue rapidement ;-)"
267,2,Celine550,5.0,2019-10-09,"Délicieux, copieux mais surtout à découvrir !","Cest la première fois que nous avions loccasion de goûter de la cuisine éthiopienne, et nous avons été réellement agréablement surpris par la qualité des plats proposés ! Idéal pour les végétariens, car une propose un large choix de composition de plats, avec de très bons assortiments! Nous avons largement mangé à notre faim, si ce nest plus.. Le concept de garder la tradition et manger dans des galettes est un bon choix. Mais ce nest peut être pas le lieu idéal pour un 1e rendez vous car vous ne mangerez pas élégamment. Nous avons été séduit par le lieu et sa décoration, le service impeccable avec un personnel très souriant, et lodeur de lessen était très agréable. Nous y retournerons sans hésitation."
268,2,Sylvie R,4.0,2019-09-29,A découvrir,"Pour ceux qui ne connaissent pas les saveurs ethiopiennes à essayer .... Restaurant situé prés de la P Dieu, ouvert tous les jours sauf le lundi . Décor agréable et typique : tableaux, bijoux, armes . Patronne qui aime vous raconter son pays . RAS / service et accueil . On vous aide dans le choix au cas où (pour ma part javais déjà mangé éthiopien à Paris -17ème arr-) Pas de menu (jy suis allée 1 samedi ) , 1 seule entrée .... et choix entre 2 desserts : un peu dommage . Quant aux plats ils sont savoureux : gouter 1 plat dégustation (existe végétalien ) typique . Un seul plat pour toute la table (variétés x 2 si vous êtes 2, x3 si vous êtes 3 ) . Ne réclamez pas des couverts , il y a en pas .... une sorte de galette / crêpe tapisse le fond et sert de couvert , on vous amène dautres petites galettes roulés ... Les prix sont plus que correct : plat dégustation à 15 € (jai pas pu tout finir) Pas regardé le vin et les apéritifs . Jai pris 1 thé éthiopien à base de clou de girofle et dépice . Pas goûté au café éthiopien et le regrette un peu .... mais je reviendrai car jai bien apprécié ..."
269,2,Antoinette G,5.0,2019-09-01,Copieux,"À loccasion de mon anniversaire, ma fille et moi sommes allées dîner dans ce charmant restaurant éthiopien. Jai été séduite par la décoration et laccueil chaleureux qui nous a été fait. Nous avons pris le plat à partager standard (15€/personne) qui vaut largement son prix. Cétait tellement copieux et délicieux que nous sommes parties avec un doggy-bag."
270,2,loicos69,4.0,2019-08-31,Super 👌,"Accueil sympa et explications des plats impeccables car on sait pas trop à quoi sattendre à la commande. Prix extrêmement raisonnable et copieux ! Les saveurs sont présentent je recommande le ragoût d agneau ! Petit conseil, mangez doucement car la crêpe ça bourre."
271,2,Margot SBZ,5.0,2019-08-27,Un pur délice !,"Fraîchement arrivés sur Lyon, nous recherchions depuis quelques temps à manger dans un restaurant éthiopien et nous navons pas été déçus. Les plats y sont succulents, le service est parfait et le cadre est magnifique. Que demander de plus ?"
272,2,michel p,3.0,2019-08-19,une occasion de découvrir la cuisine ethiopienne,"un dépaysement que de déjeuner dans ce restaurant mais le fait de manger avec les doigts nest pas vraiment à mon gout, même si la cuisine est bonne."
273,2,Seb,5.0,2019-08-04,Vivez le !,"Super endroit, dépaysement total, cuisine comme là bas!! Petit conseil davoir un meilleur volume sonore pour profiter de la musique éthiopienne."
274,2,Eva D,5.0,2019-05-26,Dépaysement total,"Nous sommes arrivés dans ce restaurant par hasard un dimanche soir, et avons été charmés par latmosphère convivial et typique de cet endroit. La cuisine a été vite servie, en quantité très généreuse et le cocktail que nous avions pris était délicieux. Les serveuses étaient très agréables et nous ont donné quelques explications sur les traditions de leur pays. Nous qui ne connaissions pas la cuisine éthiopienne, nous avons fait une belle découverte ce soir! Je recommande vivement ce restaurant si vous avez envie de voyager le temps dun repas!"
275,2,corsica2020,1.0,2019-05-11,Deux heures pour un repas sans le café,"Accueil froid, réflexions désagréables, pas de prix pour les entrées, explications succinctes... une mauvaise soirée, même si nous aimons découvrir de nouvelles saveurs. Nous renouvellerons lexpérience, mais certainement pas dans cet établissement !"
276,2,Marie T,1.0,2019-04-08,Fuyez... pauvre fous,"Nous aimons mon mari et moi découvrir des restaurants et cuisines atypiques sur Lyon et cest donc tout naturellement et sur conseils dune amie que nous avons décidé de manger au Messob. Nous avons apprécié les efforts de déco mais très surpris davoir été enfumé par leurs encens trop fort et pas du tout agréable. Laccueil est peu chaleureux mais nous en tennons pas compte. Nous ne connaissions pas la cuisine éthiopienne et nous ne porterons pas de jugement sur le goût en revanche le lendemain, nous avons été malade, à passer la journée aux toilettes intoxiqué par la nourriture servie la veille. Nous ne reviendrons plus jamais et ne conseillerons ce restaurant. Dommage."
277,2,Hachou,5.0,2019-04-07,Quel charme!,"Dextérieur on se demande où est la porte dentrée ou ce que ça peut bien être et une fois la porte ouverte on entre dans un univers fascinant ! La décoration, les odeurs, le mobilier.. tout est très beau! Les plats sont riches et tres bons je conseille vivement!"
278,2,Mazarine A. D,5.0,2019-03-24,NHÉSITEZ PLUS ALLEZ - Y,Je ne sais pas par où commencer ... La décoration Le service La nourriture Lambiance Le concept Tout était bon parfait - nous avions malheureusement pas pu finir. Certes oui cest un peu cher mais cest un bon rapport qualité prix Je recommande
279,2,Anne S,5.0,2019-02-20,Découverte,"Je ne connaissais pas la cuisine éthiopienne. Jai apprécié le cadre, une déco agréable et dépaysante, avec en plus une belle expo de tableaux. Lodeur dencens et de café torréfié devant nous sur un brasero éveille les sens. Laccueil est parfait, avec des explications si on a besoin. Leur bissap est excellent. La cuisine est délicieuse et copieuse, avec un grand plat commun au centre de la table, on se sert à la main par bouchées enpaquetées dans des crêpes (sans gluten). On peut avoir au choix entre un plat avec viande, végétarien ou végétalien. On peut aussi manger un plat individuellement. Je compte y revenir."
280,2,Isabelle J,4.0,2019-02-10,Découverte de la cuisine éthiopienne,"Cest un ami qui ma fait découvrir ce restaurant éthiopien à Lyon. Le cadre est accueillant, la déco typique mais pas étouffante et changeante puisque les tableaux sont en vente, le restaurant étant également une galerie. Nous avons pris lapéritif traditionnel à base de jus dibicus, délicieux ! Puis pour découvrir toutes les spécialités éthiopiennes, nous avons choisi le plateau dégustation servi dans un grand panier tressé. On mange avec les doigts, à laide de galette de riz roulées comme des crêpes. Cest excellent, fin et goûteux, un peu relevé mais pas trop et très copieux ! Une crème façon blanc-manger et une panacotta à la mangue en dessert toujours aussi bon et lodeur du café torréfié en direct au milieu du restaurant... Belle découverte, jy retournerais !"
281,2,Nathalie P,4.0,2019-01-27,"Dépaysement, à essayer","Nous sommes aller tester ce restaurant entre amis après en avoir discuté longtemps ! Nous connaissions cette cuisine de notre séjour à Djibouti ! Les saveurs sont retrouvées. Une cuisine simple ! Le poulet est un peu épicé pour ceux qui nont pas lhabitude ! Le fait de manger avec les doigts et des galettes est très convivial ! La salle est accueillante avec des nombreux objets et tableaux. La cérémonie du café est très sympa, on nous explique cette tradition. Je le recommande pour connaître un peu ce pays que lon ne connaît que par la chanson Éthiopie de Chanteurs sans frontières ! Repas à 15€ et possibilité de repas végétarien et végétalien !"
282,2,CyrilleRX,5.0,2019-01-27,Très bon,"très bon restaurant éthiopien, et pour les amateurs de café une saveur que je ne connaissais pas et que jai beaucoup apprécié. Café torréfié et préparé sur place avec un peu de chance devant vous"
283,2,TBL61,5.0,2018-12-09,Voyage culinaire en Éthiopie,"Accueil très sympathique Exposition permanente de tableaux et objets Cuisine éthiopienne à découvrir lors dune soirée entre amis : grand plateau « commun » avec nombreuses portions de légumes, céréales et viandes au milieu de la table ; le pain sert de « fourchette » et le tout forcément dans une ambiance très conviviale propice aux échanges entre convives... Le café ethiopien est torréfié, préparé et servi devant vous. Bref : expérience exotique, chaleureuse et à renouveler !!!"
284,2,Laurine M,5.0,2018-12-08,Meilleur restaurant Ethiopien traditionnel jamais testé,"Nous avons pris un assortiment à partager à 4 et cest sans aucun doute le plus traditionnel et le plus goûteux des restaurants éthiopiens où jai mangé. A tester absolument si vous aimez cette cuisine, ou faire de belles découvertes gustatives !"
285,2,Margaux G,5.0,2018-11-24,Excellent,"Nous nous sommes retrouvés au Messob par curiosité, aucun de nous ne connaissait la cuisine éthiopienne. Et ce fut une très belle découverte ! Ils proposent de grands plateaux à partager regroupant plusieurs plats typiques, existent en version végétariens et végétaliens. Tout est délicieux. Attention, cuisine très épicée !"
286,2,sophie5349,5.0,2018-10-24,Super restaurant à découvrir,"1ere fois dans un restaurant africain, superbe découverte, plats copieux, pas besoin de couverts on mange avec les mains. Serveuse très souriante et au petit soin pour les clients. A refaire sans hésiter."
287,2,sophie_fisso,4.0,2018-10-06,Tres original! A découvrir,"1ere fois sans un restaurant éthiopien pour moi comme pour mes amis. Grand plat de dégustation quon mange en découpant de petites crêpes et en les utilisant pour piocher dans le plat, cest un peu compliqué pour la viande, mais cest bon, original. Une mention spéciale au café torréfié sous nos yeux sur un petit brasero, tres parfumé. Bref je recommande chaudement même si en effet il vaut mieux prévoir des lingettes pour se nettoyer les mains après."
288,2,Marc P,4.0,2018-09-14,A Découvrir,"Bel endroit, oubliez fourchette et couteau, et en effet un rince doigt ne serait pas superflu, excellent rapport qualité/prix. Copieux et Original, je recommande aux aventuriers de la gastronomie...."
289,2,Nicogard,4.0,2018-09-03,Très sympa,Très bon et original On mange avec les doigts... pourquoi pas... Mais dans ce cas il serait peut être judicieux de distribuer des rinces doigts (ou autre) avant et après. Bon à savoir : la viande est un peu épicée
290,2,Marie France M,5.0,2018-08-27,Découverte,"Un resto magnifique, une cuisine raffinée dans un décor dépaysant, une découverte en ce qui me concerne . Je recommande et je reviendrai"
291,2,Sandrine R,4.0,2018-08-09,Très bonne adresse,Salle bien décorée Accueil très sympathique et chaleureux Plateau dégustation... très bon et copieux et je vous le conseille si vous ne connaissez pas... Beg wot... épicé mais très bon C est une adresse que je vous recommande vivement !! Mention spéciale à maitresse de maison !! Charmante femme très souriante !!
292,2,lolote l,4.0,2018-08-05,A tester pour voyager,"En couple, nous avons découvert la cuisine éthiopienne. Ça change de manger avec les doigts dans un même plat ! Les saveurs sont au rendez-vous. Les petites crêpes nous remplissent lestomac rapidement ! Petit bémol au niveau de la quantité de viande... belle découverte et service efficace. Jai apprécié les tenues traditionnelles du personnel même si ce dernier peut sembler un peu nonchalant."
293,2,NicolauB30,5.0,2018-08-01,Une excellente adresse !,"Lendroit idéal pour découvrir la cuisine éthiopienne, dans un cadre très agréable, avec des serveurs très sympathiques. Cest très agréable de manger sur les galettes et de pouvoir gouter à plusieurs spécialités en une fois!"
294,2,LePatay,5.0,2018-07-29,"Bon, chaleureux et bien décoré","En couple, dans une atmosphère très dépaysante, on est servi avec le sourire dans un plat traditionnel éthiopiens. Le prix unique (15 € dégustation) est correct, surtout vu les quantités servies. À recommander à tous ceux qui veulent un restaurant qui sort de lordinaire !"
295,2,Elorac_mlec,3.0,2018-07-18,Resraurant éthiopien à découvrir,"Nous ne connaissions pas la cuisine éthiopienne et nous avons été agréablement accueilli dans ce restaurant. La décoration est vraiment originale et vaut le détour ! Les plats sont servis en commun pour la table et on mange avec les doigts! Nous avons apprécié le cadre et la découverte de la cuisine éthiopienne. Néanmoins nous navons pas été séduits par les saveurs, mais cest une question de goût personnel. Pensez à réserver car le restaurant est souvent complet."
296,2,Michela A,4.0,2018-06-19,Un dîner en Ethiopie,"En rentrant dans ce restaurant jai tout de suite remarqué le décor, les objets dartisanat éthiopien qui décorent les murs sont dune beauté éblouissante. Les dames qui travaillent ici depuis 13 ans (comme on a découvert en conversant avec lune dentre elles) sont très gentilles et habillées avec des robes éthiopiènnes très jolies. Le plateau découverte servi dans le messob fabriqué à la main est très bon, même trop abondant, on na vraiment plus faim après un si grand repas :-) Attention à ceux qui naiment pas le piquant car la viande pique pas mal. Incroyable le coin meublé à léthiopienne où on rôtit le café devant nos yeux."
297,2,Romcil,4.0,2018-06-11,Bonne expérience gustative,Soirée à deux pour découvrir de nouvelles saveurs dans ce resto à laccueil chaleureux et à la déco qui met dans lambiance sans être too much. Le plateau dégustation est une bonne approche pour goûter différentes spécialités á laide des crêpes qui servent de couverts.
298,2,Stef k,5.0,2018-05-26,A tester !,"Une soirée entre 5 amis, nous avons pu partager un plat commun de découvertes, mangées à la main et grâce à des galettes maison. Excellents samossa en début de repas Restaurant à essayer !"
